Recognition,all_events,contacts,experiment,import_type,localization,math_events,montage,original_experiment,original_session,pairs,ps4_events,session,subject,subject_alias,system_version,task_events
,protocols/r1/subjects/R1674A/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1674A/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1674A/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,CatFR1,,protocols/r1/subjects/R1674A/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1674A,R1674A,3.4,protocols/r1/subjects/R1674A/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1674A/experiments/catFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1674A/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1674A/experiments/catFR1/sessions/1/behavioral/current_processed/math_events.json,0,CatFR1,,protocols/r1/subjects/R1674A/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1674A,R1674A,3.4,protocols/r1/subjects/R1674A/experiments/catFR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1674A/experiments/catFR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1674A/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1674A/experiments/catFR1/sessions/2/behavioral/current_processed/math_events.json,0,CatFR1,,protocols/r1/subjects/R1674A/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1674A,R1674A,3.4,protocols/r1/subjects/R1674A/experiments/catFR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1674A/experiments/catFR1/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1674A/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1674A/experiments/catFR1/sessions/3/behavioral/current_processed/math_events.json,0,CatFR1,,protocols/r1/subjects/R1674A/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1674A,R1674A,3.4,protocols/r1/subjects/R1674A/experiments/catFR1/sessions/3/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,LocationSearch,build,0,,0,,,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1675S,R1675S,3.4,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/10/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,LocationSearch,build,0,,0,,,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,10,R1675S,R1675S,3.4,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/10/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/11/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,LocationSearch,build,0,,0,,,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,11,R1675S,R1675S,3.4,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/11/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/12/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,LocationSearch,build,0,,0,,,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,12,R1675S,R1675S,3.4,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/12/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/13/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,LocationSearch,build,0,,0,,,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,13,R1675S,R1675S,3.4,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/13/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/14/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,LocationSearch,build,0,,0,,,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,14,R1675S,R1675S,3.4,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/14/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,LocationSearch,build,0,,0,,,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1675S,R1675S,3.4,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,LocationSearch,build,0,,0,,,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1675S,R1675S,3.4,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/3/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/4/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,LocationSearch,build,0,,0,,,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,4,R1675S,R1675S,3.4,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/4/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/5/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,LocationSearch,build,0,,0,,,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,5,R1675S,R1675S,3.4,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/5/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/6/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,LocationSearch,build,0,,0,,,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,6,R1675S,R1675S,3.4,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/6/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/7/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,LocationSearch,build,0,,0,,,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,7,R1675S,R1675S,3.4,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/7/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/8/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,LocationSearch,build,0,,0,,,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,8,R1675S,R1675S,3.4,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/8/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/9/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,LocationSearch,build,0,,0,,,protocols/r1/subjects/R1675S/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,9,R1675S,R1675S,3.4,protocols/r1/subjects/R1675S/experiments/LocationSearch/sessions/9/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1676J/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1676J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1676J/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1676J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1676J,R1676J,4.0,protocols/r1/subjects/R1676J/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1676J/experiments/catFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1676J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1676J/experiments/catFR1/sessions/1/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1676J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1676J,R1676J,4.0,protocols/r1/subjects/R1676J/experiments/catFR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1676J/experiments/catFR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1676J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1676J/experiments/catFR1/sessions/2/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1676J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1676J,R1676J,4.0,protocols/r1/subjects/R1676J/experiments/catFR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1678T/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1678T/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1678T/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1678T/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1678T,R1678T,4.0,protocols/r1/subjects/R1678T/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1678T/experiments/catFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1678T/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1678T/experiments/catFR1/sessions/1/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1678T/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1678T,R1678T,4.0,protocols/r1/subjects/R1678T/experiments/catFR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1678T/experiments/catFR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1678T/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1678T/experiments/catFR1/sessions/2/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1678T/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1678T,R1678T,4.0,protocols/r1/subjects/R1678T/experiments/catFR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1679J/experiments/OPS/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1679J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,OPS,build,0,,0,,,protocols/r1/subjects/R1679J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1679J,R1679J,4.0,protocols/r1/subjects/R1679J/experiments/OPS/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1679J/experiments/RepFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1679J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,RepFR1,build,0,,0,,,protocols/r1/subjects/R1679J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1679J,R1679J,4.0,protocols/r1/subjects/R1679J/experiments/RepFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1679J/experiments/RepFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1679J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,RepFR1,build,0,,0,,,protocols/r1/subjects/R1679J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1679J,R1679J,4.0,protocols/r1/subjects/R1679J/experiments/RepFR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1679J/experiments/RepFR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1679J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,RepFR1,build,0,,0,,,protocols/r1/subjects/R1679J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1679J,R1679J,4.0,protocols/r1/subjects/R1679J/experiments/RepFR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1679J/experiments/RepFR1/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1679J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,RepFR1,build,0,,0,,,protocols/r1/subjects/R1679J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1679J,R1679J,4.0,protocols/r1/subjects/R1679J/experiments/RepFR1/sessions/3/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1679J/experiments/RepFR2/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1679J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,RepFR2,build,0,,0,,,protocols/r1/subjects/R1679J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1679J,R1679J,4.0,protocols/r1/subjects/R1679J/experiments/RepFR2/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1679J/experiments/RepFR2/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1679J/localizations/1/montages/1/neuroradiology/current_processed/contacts.json,RepFR2,build,1,,1,,0,protocols/r1/subjects/R1679J/localizations/1/montages/1/neuroradiology/current_processed/pairs.json,,1,R1679J,R1679J_1,4.0,protocols/r1/subjects/R1679J/experiments/RepFR2/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1679J/experiments/RepFR2/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1679J/localizations/1/montages/1/neuroradiology/current_processed/contacts.json,RepFR2,build,1,,1,,1,protocols/r1/subjects/R1679J/localizations/1/montages/1/neuroradiology/current_processed/pairs.json,,2,R1679J,R1679J_1,4.0,protocols/r1/subjects/R1679J/experiments/RepFR2/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1679J/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1679J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1679J/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1679J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1679J,R1679J,4.0,protocols/r1/subjects/R1679J/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1680T/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1680T/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1680T/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1680T/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1680T,R1680T,4.0,protocols/r1/subjects/R1680T/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1680T/experiments/catFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1680T/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1680T/experiments/catFR1/sessions/1/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1680T/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1680T,R1680T,4.0,protocols/r1/subjects/R1680T/experiments/catFR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1680T/experiments/catFR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1680T/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1680T/experiments/catFR1/sessions/2/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1680T/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1680T,R1680T,4.0,protocols/r1/subjects/R1680T/experiments/catFR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1680T/experiments/catFR1/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1680T/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1680T/experiments/catFR1/sessions/3/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1680T/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1680T,R1680T,4.0,protocols/r1/subjects/R1680T/experiments/catFR1/sessions/3/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1681J/experiments/OPS/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,OPS,build,0,,0,,,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1681J,R1681J,4.0,protocols/r1/subjects/R1681J/experiments/OPS/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1681J/experiments/OPS/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,OPS,build,0,,0,,,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1681J,R1681J,4.0,protocols/r1/subjects/R1681J/experiments/OPS/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1681J/experiments/RepFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,RepFR1,build,0,,0,,,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1681J,R1681J,4.0,protocols/r1/subjects/R1681J/experiments/RepFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1681J/experiments/RepFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,RepFR1,build,0,,0,,,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1681J,R1681J,4.0,protocols/r1/subjects/R1681J/experiments/RepFR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1681J/experiments/RepFR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,RepFR1,build,0,,0,,,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1681J,R1681J,4.0,protocols/r1/subjects/R1681J/experiments/RepFR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1681J/experiments/RepFR1/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,RepFR1,build,0,,0,,,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1681J,R1681J,4.0,protocols/r1/subjects/R1681J/experiments/RepFR1/sessions/3/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1681J/experiments/RepFR1/sessions/4/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,RepFR1,build,0,,0,,,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,4,R1681J,R1681J,4.0,protocols/r1/subjects/R1681J/experiments/RepFR1/sessions/4/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1681J/experiments/RepFR2/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,RepFR2,build,0,,0,,,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1681J,R1681J,4.0,protocols/r1/subjects/R1681J/experiments/RepFR2/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1681J/experiments/RepFR2/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,RepFR2,build,0,,0,,,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1681J,R1681J,4.0,protocols/r1/subjects/R1681J/experiments/RepFR2/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1681J/experiments/RepFR2/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,RepFR2,build,0,,0,,,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1681J,R1681J,4.0,protocols/r1/subjects/R1681J/experiments/RepFR2/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1681J/experiments/RepFR2/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,RepFR2,build,0,,0,,,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1681J,R1681J,4.0,protocols/r1/subjects/R1681J/experiments/RepFR2/sessions/3/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1681J/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1681J/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1681J,R1681J,4.0,protocols/r1/subjects/R1681J/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1681J/experiments/catFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,,0,,,protocols/r1/subjects/R1681J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1681J,R1681J,4.0,protocols/r1/subjects/R1681J/experiments/catFR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1683A/experiments/ICatFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1683A/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,ICatFR1,build,0,,0,,,protocols/r1/subjects/R1683A/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1683A,R1683A,3.4,protocols/r1/subjects/R1683A/experiments/ICatFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1683A/experiments/ICatFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1683A/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,ICatFR1,build,0,,0,,,protocols/r1/subjects/R1683A/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1683A,R1683A,3.4,protocols/r1/subjects/R1683A/experiments/ICatFR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1683A/experiments/ICatFR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1683A/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,ICatFR1,build,0,,0,,,protocols/r1/subjects/R1683A/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1683A,R1683A,3.4,protocols/r1/subjects/R1683A/experiments/ICatFR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1683A/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1683A/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1683A/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1683A/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1683A,R1683A,3.4,protocols/r1/subjects/R1683A/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1683A/experiments/catFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1683A/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1683A/experiments/catFR1/sessions/1/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1683A/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1683A,R1683A,3.4,protocols/r1/subjects/R1683A/experiments/catFR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1683A/experiments/catFR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1683A/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1683A/experiments/catFR1/sessions/2/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1683A/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1683A,R1683A,3.4,protocols/r1/subjects/R1683A/experiments/catFR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1683A/experiments/catFR1/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1683A/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1683A/experiments/catFR1/sessions/3/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1683A/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1683A,R1683A,3.4,protocols/r1/subjects/R1683A/experiments/catFR1/sessions/3/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1684E/experiments/RepFR2/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1684E/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,RepFR2,build,0,,0,,,protocols/r1/subjects/R1684E/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1684E,R1684E,4.0,protocols/r1/subjects/R1684E/experiments/RepFR2/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1684E/experiments/RepFR2/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1684E/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,RepFR2,build,0,,0,,,protocols/r1/subjects/R1684E/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1684E,R1684E,4.0,protocols/r1/subjects/R1684E/experiments/RepFR2/sessions/1/behavioral/current_processed/task_events.json
